Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;contributing no matter;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;paper everyone can;TRUE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;everyone can participate;TRUE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;research questions posed;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;data provided also;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;provided also inherent;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;question whher gender;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;binary variable however;TRUE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;research can also;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;not feeling prepared;TRUE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;highly politicized issue;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;researcher uses gender;TRUE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;healthcare facilities collected;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;facilities collected data;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;assumes two values;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;two values male;FALSE
Gender and Classroom Participation: A Case for Quantitative Analysis;Https://doi.org/10.24918/cs.2022.9;Lesson;2022;science process skills;statistics, gender, population, Proportion, Sample, Equality;Yes;213;NA;248;2019 - 2022;actually mean sex;FALSE
Making Change Sustainable: Network for Integrating Bioinformatics into Life Sciences Education (NIBLSE) Meeting Review;Https://doi.org/10.24918/cs.2022.10;Review;2022;Bioinformatics;meeting, sustainability, fmn, NIBLSE, incubator;yes;59;yes;247;2019 - 2022;niblse include instructor;FALSE
Making Change Sustainable: Network for Integrating Bioinformatics into Life Sciences Education (NIBLSE) Meeting Review;Https://doi.org/10.24918/cs.2022.10;Review;2022;Bioinformatics;meeting, sustainability, fmn, NIBLSE, incubator;yes;59;yes;247;2019 - 2022;include instructor resources;FALSE
Making Change Sustainable: Network for Integrating Bioinformatics into Life Sciences Education (NIBLSE) Meeting Review;Https://doi.org/10.24918/cs.2022.10;Review;2022;Bioinformatics;meeting, sustainability, fmn, NIBLSE, incubator;yes;59;yes;247;2019 - 2022;no bioinformatics expertise;FALSE
Making Change Sustainable: Network for Integrating Bioinformatics into Life Sciences Education (NIBLSE) Meeting Review;Https://doi.org/10.24918/cs.2022.10;Review;2022;Bioinformatics;meeting, sustainability, fmn, NIBLSE, incubator;yes;59;yes;247;2019 - 2022;no bioinformatics experience;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;students work togher;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;traditional lecture environment;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;argumentation module within;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;real life relevance;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;increase student motivation;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;no single right;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;single right answer;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;also used multiple;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;low stakes assessments;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;display diverse ideas;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;inviting small groups;FALSE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;students cultural funds;TRUE
Splicing it Together: Using Primary Data to Explore RNA Splicing and Gene Expression in Large-Lecture Introductory Biology;Https://doi.org/10.24918/cs.2022.11;Lesson;2022;Biochemistry and Molecular Biology, Cell Biology, Genetics, Introductory Biology;gene regulation, transcription, gene expression, central dogma, repressor, alternative splicing, mRNA processing, Activator, Transcription factors;Yes;139;NA;246;2019 - 2022;culturally driven interprations;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;income level living;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;level living arrangement;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;background therefore inexpensive;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;easily available kitchen;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;available kitchen ingredients;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;digital camera instructors;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;consider using flours;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;diverse cultures sequences;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;domesticated grains can;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;food crops makes;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;applied disciplines related;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;biology including nutrition;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;including nutrition food;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;nutrition food science;FALSE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;visual auditory sensory;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;auditory sensory input;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;sensory input makes;TRUE
Sequences and Properties of Gluten Proteins From Different Grains: A Virtual-Friendly Protein Laboratory;Https://doi.org/10.24918/cs.2022.13;Lesson;2022;Biochemistry and Molecular Biology, Bioinformatics;protein structure and function, Protein sequence, intermolecular forces, Biomacromolecules;yes;164;NA;245;2019 - 2022;laboratory particularly helpful;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;jigsaw mhod leverages;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;mhod leverages different;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;leverages different student;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;different student abilities;TRUE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;expert conference step;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;conference step enables;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;step enables students;TRUE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;data analysis exercise;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;day two also;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;two also illustrates;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;gallery walk simulates;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;brief scientific poster;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;scientific poster session;FALSE
Role of Crop Genetic Diversity on Pathogen Impact: The Tale of Two Pathogens;Https://doi.org/10.24918/cs.2022.14;Lesson;2022;Introductory Biology, Plant Biology, Science Process Skills;plant pathology, genetic diversity, Disease Triangle, Modes of Reproduction;Yes;115;NA;244;2019 - 2022;peers providing students;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;contain images provide;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;images provide written;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;provide written instruction;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;facilitate discussion amongst;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;auditory learners given;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;stony brook university;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;brook university consists;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;highly diverse population;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;can easily divide;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;freely available random;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;available random name;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;random name picking;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;name picking software;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;picking software called;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;software called wheel;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;called wheel decide;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;instructor selection biases;FALSE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;students feel welcomed;TRUE
A Laboratory Module That Explores RNA Interference and Codon Optimization Through Fluorescence Microscopy Using Caenorhabditis elegans;Https://doi.org/10.24918/cs.2022.15;Lesson;2022;Bioinformatics, Cell Biology, Developmental Biology, Genetics, Science Process Skills;microscopy, C. elegans, quantitative analysis, inquiry-based learning, gene expression, RNA interference, Codon Usage, Laboratory Module;Yes;375;NA;243;2019 - 2022;establish classroom iqute;FALSE
